longitude,latitude
101.647494,3.1019089999999996
101.647494,3.1069089999999995
101.647494,3.1119089999999994
101.647494,3.1169089999999993
101.65249399999999,3.1169089999999993
101.65249399999999,3.121908999999999
101.65249399999999,3.126908999999999
101.65749399999999,3.126908999999999
101.65749399999999,3.131908999999999
101.65749399999999,3.136908999999999
101.66249399999998,3.136908999999999
101.66749399999998,3.136908999999999
101.67249399999997,3.136908999999999
101.67249399999997,3.1419089999999987
101.67749399999997,3.1419089999999987
101.68249399999996,3.1419089999999987
101.68749399999996,3.1419089999999987
101.68749399999996,3.136908999999999
101.69249399999995,3.136908999999999
101.69249399999995,3.131908999999999
101.69749399999995,3.131908999999999
101.69749399999995,3.126908999999999
101.70249399999994,3.126908999999999
101.70249399999994,3.121908999999999
101.70749399999994,3.121908999999999
101.70749399999994,3.1169089999999993
101.70749399999994,3.1119089999999994
101.71249399999994,3.1119089999999994
101.71249399999994,3.1069089999999995
101.70749399999994,3.1069089999999995
101.70749399999994,3.1019089999999996
101.70249399999994,3.1019089999999996
101.69749399999995,3.1019089999999996
101.69749399999995,3.0969089999999997
101.69249399999995,3.0969089999999997
101.69249399999995,3.091909
101.68749399999996,3.091909
101.68249399999996,3.091909
101.67749399999997,3.091909
101.67249399999997,3.091909
101.66749399999998,3.091909
101.66249399999998,3.091909
101.66249399999998,3.0969089999999997
101.65749399999999,3.0969089999999997
101.65249399999999,3.0969089999999997
101.647494,3.0969089999999997
101.647494,3.1019089999999996
101.647494,3.1019089999999996
